Month,DepartmentType,LocationName,Area,NumberOfAttendancesEpisode,NumberMeetingTargetEpisode,AttendanceGreater8hrs,AttendanceGreater12hrs,UnaccountedAttendanceWait,DischargeDestinationAdmissionToSame,DischargeDestinationOtherSpecialty,DischargeDestinationResidence,DischargeDestinationTransfer,DischargeDestinationUnknown,Year,NumberMeetingTargetEpisodePercentage,AttendanceGreater8hrsPercentage,AttendanceGreater12hrsPercentage,UnaccountedAttendanceWaitPercentage,DischargeDestinationAdmissionToSamePercentage,DischargeDestinationOtherSpecialtyPercentage,DischargeDestinationResidencePercentage,DischargeDestinationTransferPercentage,DischargeDestinationUnknownPercentage
10-2014,Emergency Department,Gilbert Bain Hospital,NHS Shetland,598.0,566.0,1.0,0.0,31.0,189.0,0.0,381.0,4.0,24.0,2014,94.65,0.17,0.0,5.18,31.61,0.0,63.71,0.67,4.01
10-2014,Emergency Department,Ninewells Hospital,NHS Tayside,3797.0,3768.0,0.0,0.0,29.0,1067.0,7.0,2509.0,212.0,2.0,2014,99.24,0.0,0.0,0.76,28.1,0.18,66.08,5.58,0.05
10-2014,Emergency Department,Perth Royal Infirmary,NHS Tayside,2065.0,2028.0,1.0,0.0,36.0,369.0,4.0,1418.0,257.0,17.0,2014,98.21,0.05,0.0,1.74,17.87,0.19,68.67,12.45,0.82
10-2014,Minor Injury Unit or Other,St Margaret's Hospital,NHS Tayside,30.0,30.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,1.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,86.67,10.0,3.33
10-2014,Minor Injury Unit or Other,Aberfeldy Cottage Hospital,NHS Tayside,13.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,84.62,7.69,7.69
10-2014,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,247.0,247.0,0.0,0.0,0.0,0.0,0.0,239.0,7.0,1.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,96.76,2.83,0.4
10-2014,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,1122.0,1121.0,0.0,0.0,1.0,0.0,1.0,1012.0,105.0,4.0,2014,99.91,0.0,0.0,0.09,0.0,0.09,90.2,9.36,0.36
10-2014,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,253.0,253.0,0.0,0.0,0.0,0.0,0.0,238.0,14.0,1.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,94.07,5.53,0.4
10-2014,Minor Injury Unit or Other,Crieff Community Hospital,NHS Tayside,143.0,143.0,0.0,0.0,0.0,0.0,0.0,117.0,16.0,10.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,81.82,11.19,6.99
10-2014,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,610.0,609.0,0.0,0.0,1.0,0.0,0.0,569.0,40.0,1.0,2014,99.84,0.0,0.0,0.16,0.0,0.0,93.28,6.56,0.16
10-2014,Minor Injury Unit or Other,Pitlochry Community Hospital,NHS Tayside,176.0,175.0,0.0,0.0,1.0,0.0,0.0,158.0,16.0,2.0,2014,99.43,0.0,0.0,0.57,0.0,0.0,89.77,9.09,1.14
10-2014,Emergency Department,Western Isles Hospital,NHS Western Isles,521.0,505.0,0.0,0.0,16.0,118.0,3.0,381.0,9.0,10.0,2014,96.93,0.0,0.0,3.07,22.65,0.58,73.13,1.73,1.92
11-2014,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5943.0,5292.0,72.0,5.0,574.0,2547.0,12.0,3068.0,97.0,219.0,2014,89.05,1.21,0.08,9.66,42.86,0.2,51.62,1.63,3.69
11-2014,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3439.0,3253.0,9.0,1.0,176.0,1341.0,1.0,1939.0,117.0,41.0,2014,94.59,0.26,0.03,5.12,38.99,0.03,56.38,3.4,1.19
11-2014,Emergency Department,Borders General Hospital,NHS Borders,1954.0,1908.0,3.0,0.0,43.0,694.0,6.0,1119.0,122.0,13.0,2014,97.65,0.15,0.0,2.2,35.52,0.31,57.27,6.24,0.67
11-2014,Minor Injury Unit or Other,Newton Stewart Hospital,NHS Dumfries and Galloway,9.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,66.67,33.33,0.0
11-2014,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,878.0,864.0,0.0,0.0,14.0,101.0,1.0,756.0,20.0,0.0,2014,98.41,0.0,0.0,1.59,11.5,0.11,86.1,2.28,0.0
11-2014,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2704.0,2625.0,0.0,0.0,79.0,999.0,2.0,1640.0,63.0,0.0,2014,97.08,0.0,0.0,2.92,36.95,0.07,60.65,2.33,0.0
11-2014,Emergency Department,Victoria Hospital,NHS Fife,4934.0,4605.0,24.0,0.0,305.0,1342.0,7.0,3308.0,144.0,133.0,2014,93.33,0.49,0.0,6.18,27.2,0.14,67.04,2.92,2.7
11-2014,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1503.0,1502.0,0.0,0.0,1.0,11.0,0.0,1314.0,174.0,4.0,2014,99.93,0.0,0.0,0.07,0.73,0.0,87.43,11.58,0.27
11-2014,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1090.0,1090.0,0.0,0.0,0.0,3.0,0.0,891.0,61.0,135.0,2014,100.0,0.0,0.0,0.0,0.28,0.0,81.74,5.6,12.39
11-2014,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,4914.0,4456.0,29.0,0.0,429.0,1212.0,10.0,3279.0,40.0,373.0,2014,90.68,0.59,0.0,8.73,24.66,0.2,66.73,0.81,7.59
11-2014,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4659.0,4248.0,36.0,2.0,373.0,1194.0,12.0,3100.0,20.0,333.0,2014,91.18,0.77,0.04,8.01,25.63,0.26,66.54,0.43,7.15
11-2014,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1420.0,1393.0,1.0,0.0,26.0,343.0,0.0,1075.0,0.0,2.0,2014,98.1,0.07,0.0,1.83,24.15,0.0,75.7,0.0,0.14
11-2014,Emergency Department,Dr Gray's Hospital,NHS Grampian,1781.0,1680.0,9.0,0.0,92.0,372.0,4.0,1392.0,13.0,0.0,2014,94.33,0.51,0.0,5.17,20.89,0.22,78.16,0.73,0.0
11-2014,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1172.0,1119.0,1.0,0.0,52.0,211.0,1.0,875.0,82.0,3.0,2014,95.48,0.09,0.0,4.44,18.0,0.09,74.66,7.0,0.26
11-2014,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2697.0,2403.0,16.0,0.0,278.0,796.0,4.0,1730.0,49.0,118.0,2014,89.1,0.59,0.0,10.31,29.51,0.15,64.15,1.82,4.38
11-2014,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5605.0,4667.0,135.0,1.0,802.0,1977.0,16.0,3347.0,113.0,152.0,2014,83.26,2.41,0.02,14.31,35.27,0.29,59.71,2.02,2.71
11-2014,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,6850.0,5964.0,38.0,0.0,848.0,2208.0,21.0,4239.0,85.0,297.0,2014,87.07,0.55,0.0,12.38,32.23,0.31,61.88,1.24,4.34
11-2014,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1296.0,1296.0,0.0,0.0,0.0,0.0,1.0,1209.0,70.0,16.0,2014,100.0,0.0,0.0,0.0,0.0,0.08,93.29,5.4,1.23
11-2014,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1906.0,1906.0,0.0,0.0,0.0,4.0,1.0,1766.0,126.0,9.0,2014,100.0,0.0,0.0,0.0,0.21,0.05,92.65,6.61,0.47
11-2014,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,4651.0,3967.0,57.0,3.0,624.0,1419.0,11.0,2841.0,298.0,82.0,2014,85.29,1.23,0.06,13.42,30.51,0.24,61.08,6.41,1.76
11-2014,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,3920.0,3585.0,9.0,0.0,326.0,1095.0,54.0,2522.0,179.0,70.0,2014,91.45,0.23,0.0,8.32,27.93,1.38,64.34,4.57,1.79
11-2014,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,4718.0,4609.0,1.0,0.0,108.0,1370.0,2.0,3336.0,1.0,9.0,2014,97.69,0.02,0.0,2.29,29.04,0.04,70.71,0.02,0.19
11-2014,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,4769.0,3717.0,118.0,1.0,933.0,1487.0,11.0,2941.0,173.0,157.0,2014,77.94,2.47,0.02,19.56,31.18,0.23,61.67,3.63,3.29
11-2014,Emergency Department,Lorn & Islands Hospital,NHS Highland,487.0,476.0,1.0,1.0,9.0,111.0,0.0,365.0,11.0,0.0,2014,97.74,0.21,0.21,1.85,22.79,0.0,74.95,2.26,0.0
11-2014,Emergency Department,Caithness General Hospital,NHS Highland,467.0,455.0,1.0,0.0,11.0,139.0,0.0,326.0,2.0,0.0,2014,97.43,0.21,0.0,2.36,29.76,0.0,69.81,0.43,0.0
11-2014,Emergency Department,Raigmore Hospital,NHS Highland,2471.0,2363.0,9.0,0.0,99.0,634.0,4.0,1827.0,6.0,0.0,2014,95.63,0.36,0.0,4.01,25.66,0.16,73.94,0.24,0.0
11-2014,Emergency Department,Belford Hospital,NHS Highland,615.0,600.0,1.0,0.0,14.0,103.0,0.0,510.0,2.0,0.0,2014,97.56,0.16,0.0,2.28,16.75,0.0,82.93,0.33,0.0
11-2014,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5330.0,4690.0,73.0,10.0,557.0,1491.0,11.0,3647.0,104.0,77.0,2014,87.99,1.37,0.19,10.45,27.97,0.21,68.42,1.95,1.44
11-2014,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4519.0,3737.0,160.0,46.0,576.0,1282.0,10.0,3107.0,109.0,11.0,2014,82.7,3.54,1.02,12.75,28.37,0.22,68.75,2.41,0.24
11-2014,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,5053.0,3911.0,275.0,66.0,801.0,1137.0,10.0,3666.0,133.0,107.0,2014,77.4,5.44,1.31,15.85,22.5,0.2,72.55,2.63,2.12
11-2014,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3239.0,2879.0,44.0,11.0,305.0,1088.0,3.0,2133.0,15.0,0.0,2014,88.89,1.36,0.34,9.42,33.59,0.09,65.85,0.46,0.0
11-2014,Emergency Department,St John's Hospital,NHS Lothian,4291.0,4048.0,16.0,0.0,227.0,1115.0,4.0,3067.0,105.0,0.0,2014,94.34,0.37,0.0,5.29,25.98,0.09,71.48,2.45,0.0
11-2014,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,9532.0,9009.0,37.0,1.0,485.0,2781.0,20.0,6524.0,207.0,0.0,2014,94.51,0.39,0.01,5.09,29.18,0.21,68.44,2.17,0.0
11-2014,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,4154.0,4046.0,2.0,0.0,106.0,593.0,1.0,3560.0,0.0,0.0,2014,97.4,0.05,0.0,2.55,14.28,0.02,85.7,0.0,0.0
11-2014,Emergency Department,The Balfour,NHS Orkney,392.0,390.0,0.0,0.0,2.0,132.0,0.0,259.0,1.0,0.0,2014,99.49,0.0,0.0,0.51,33.67,0.0,66.07,0.26,0.0
11-2014,Emergency Department,Gilbert Bain Hospital,NHS Shetland,566.0,549.0,0.0,0.0,17.0,159.0,0.0,385.0,2.0,20.0,2014,97.0,0.0,0.0,3.0,28.09,0.0,68.02,0.35,3.53
11-2014,Emergency Department,Ninewells Hospital,NHS Tayside,3808.0,3759.0,0.0,0.0,49.0,1113.0,8.0,2476.0,209.0,2.0,2014,98.71,0.0,0.0,1.29,29.23,0.21,65.02,5.49,0.05
11-2014,Emergency Department,Perth Royal Infirmary,NHS Tayside,2008.0,1976.0,1.0,0.0,31.0,326.0,2.0,1312.0,346.0,22.0,2014,98.41,0.05,0.0,1.54,16.24,0.1,65.34,17.23,1.1
11-2014,Minor Injury Unit or Other,St Margaret's Hospital,NHS Tayside,23.0,23.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,95.65,0.0,4.35
11-2014,Minor Injury Unit or Other,Aberfeldy Cottage Hospital,NHS Tayside,10.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0
11-2014,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,247.0,247.0,0.0,0.0,0.0,0.0,0.0,233.0,14.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,94.33,5.67,0.0
11-2014,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,1055.0,1052.0,0.0,0.0,3.0,0.0,0.0,924.0,127.0,4.0,2014,99.72,0.0,0.0,0.28,0.0,0.0,87.58,12.04,0.38
11-2014,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,229.0,229.0,0.0,0.0,0.0,0.0,0.0,207.0,20.0,2.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,90.39,8.73,0.87
11-2014,Minor Injury Unit or Other,Crieff Community Hospital,NHS Tayside,136.0,135.0,0.0,0.0,1.0,0.0,0.0,102.0,25.0,9.0,2014,99.26,0.0,0.0,0.74,0.0,0.0,75.0,18.38,6.62
11-2014,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,643.0,643.0,0.0,0.0,0.0,0.0,0.0,609.0,34.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,94.71,5.29,0.0
11-2014,Minor Injury Unit or Other,Pitlochry Community Hospital,NHS Tayside,148.0,147.0,0.0,0.0,1.0,0.0,0.0,136.0,12.0,0.0,2014,99.32,0.0,0.0,0.68,0.0,0.0,91.89,8.11,0.0
11-2014,Emergency Department,Western Isles Hospital,NHS Western Isles,459.0,451.0,0.0,0.0,8.0,107.0,1.0,347.0,1.0,3.0,2014,98.26,0.0,0.0,1.74,23.31,0.22,75.6,0.22,0.65
12-2014,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,5938.0,5353.0,114.0,48.0,423.0,2699.0,15.0,2902.0,109.0,213.0,2014,90.15,1.92,0.81,7.12,45.45,0.25,48.87,1.84,3.59
12-2014,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3467.0,3036.0,60.0,13.0,358.0,1425.0,5.0,1865.0,105.0,67.0,2014,87.57,1.73,0.37,10.33,41.1,0.14,53.79,3.03,1.93
12-2014,Emergency Department,Borders General Hospital,NHS Borders,2256.0,2045.0,14.0,3.0,194.0,960.0,5.0,1120.0,160.0,11.0,2014,90.65,0.62,0.13,8.6,42.55,0.22,49.65,7.09,0.49
12-2014,Minor Injury Unit or Other,Newton Stewart Hospital,NHS Dumfries and Galloway,9.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,55.56,44.44,0.0
12-2014,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,909.0,886.0,1.0,0.0,22.0,91.0,0.0,797.0,21.0,0.0,2014,97.47,0.11,0.0,2.42,10.01,0.0,87.68,2.31,0.0
12-2014,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2723.0,2642.0,0.0,0.0,81.0,984.0,5.0,1653.0,81.0,0.0,2014,97.03,0.0,0.0,2.97,36.14,0.18,60.71,2.97,0.0
12-2014,Emergency Department,Victoria Hospital,NHS Fife,5096.0,4476.0,89.0,10.0,521.0,1379.0,17.0,3386.0,147.0,167.0,2014,87.83,1.75,0.2,10.22,27.06,0.33,66.44,2.88,3.28
12-2014,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1423.0,1422.0,0.0,0.0,1.0,14.0,0.0,1254.0,149.0,6.0,2014,99.93,0.0,0.0,0.07,0.98,0.0,88.12,10.47,0.42
12-2014,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,958.0,957.0,0.0,0.0,1.0,2.0,0.0,783.0,53.0,120.0,2014,99.9,0.0,0.0,0.1,0.21,0.0,81.73,5.53,12.53
12-2014,Emergency Department,Forth Valley Royal Hospital,NHS Forth Valley,4918.0,3991.0,193.0,31.0,703.0,1197.0,15.0,3260.0,19.0,427.0,2014,81.15,3.92,0.63,14.29,24.34,0.31,66.29,0.39,8.68
12-2014,Emergency Department,Aberdeen Royal Infirmary,NHS Grampian,4736.0,4232.0,18.0,0.0,486.0,1300.0,18.0,3005.0,21.0,392.0,2014,89.36,0.38,0.0,10.26,27.45,0.38,63.45,0.44,8.28
12-2014,Emergency Department,Royal Aberdeen Children's Hospital,NHS Grampian,1326.0,1307.0,0.0,0.0,19.0,349.0,1.0,975.0,0.0,1.0,2014,98.57,0.0,0.0,1.43,26.32,0.08,73.53,0.0,0.08
12-2014,Emergency Department,Dr Gray's Hospital,NHS Grampian,1985.0,1885.0,7.0,0.0,93.0,449.0,2.0,1521.0,13.0,0.0,2014,94.96,0.35,0.0,4.69,22.62,0.1,76.62,0.65,0.0
12-2014,Minor Injury Unit or Other,Vale of Leven General Hospital,NHS Greater Glasgow and Clyde,1143.0,1056.0,1.0,0.0,86.0,247.0,0.0,816.0,71.0,9.0,2014,92.39,0.09,0.0,7.52,21.61,0.0,71.39,6.21,0.79
12-2014,Emergency Department,Inverclyde Royal Hospital,NHS Greater Glasgow and Clyde,2438.0,2130.0,16.0,0.0,292.0,784.0,6.0,1489.0,43.0,116.0,2014,87.37,0.66,0.0,11.98,32.16,0.25,61.07,1.76,4.76
12-2014,Emergency Department,Royal Alexandra Hospital,NHS Greater Glasgow and Clyde,5493.0,4251.0,220.0,2.0,1020.0,2058.0,17.0,3138.0,120.0,160.0,2014,77.39,4.01,0.04,18.57,37.47,0.31,57.13,2.18,2.91
12-2014,Emergency Department,Glasgow Royal Infirmary,NHS Greater Glasgow and Clyde,6506.0,5554.0,42.0,0.0,910.0,2081.0,15.0,3968.0,115.0,327.0,2014,85.37,0.65,0.0,13.99,31.99,0.23,60.99,1.77,5.03
12-2014,Minor Injury Unit or Other,Stobhill Hospital,NHS Greater Glasgow and Clyde,1069.0,1069.0,0.0,0.0,0.0,0.0,1.0,982.0,76.0,10.0,2014,100.0,0.0,0.0,0.0,0.0,0.09,91.86,7.11,0.94
12-2014,Minor Injury Unit or Other,New Victoria Hospital,NHS Greater Glasgow and Clyde,1566.0,1566.0,0.0,0.0,0.0,1.0,0.0,1458.0,101.0,6.0,2014,100.0,0.0,0.0,0.0,0.06,0.0,93.1,6.45,0.38
12-2014,Emergency Department,New Victoria Hospital,NHS Greater Glasgow and Clyde,4734.0,3850.0,154.0,24.0,706.0,1496.0,28.0,2846.0,290.0,74.0,2014,81.33,3.25,0.51,14.91,31.6,0.59,60.12,6.13,1.56
12-2014,Emergency Department,Queen Elizabeth University Hospital,NHS Greater Glasgow and Clyde,3848.0,3300.0,41.0,1.0,506.0,1219.0,21.0,2383.0,165.0,60.0,2014,85.76,1.07,0.03,13.15,31.68,0.55,61.93,4.29,1.56
12-2014,Emergency Department,Royal Hospital for Children,NHS Greater Glasgow and Clyde,4538.0,4424.0,0.0,0.0,114.0,1330.0,2.0,3201.0,1.0,4.0,2014,97.49,0.0,0.0,2.51,29.31,0.04,70.54,0.02,0.09
12-2014,Emergency Department,West Glasgow,NHS Greater Glasgow and Clyde,4781.0,3311.0,242.0,13.0,1215.0,1604.0,17.0,2838.0,157.0,165.0,2014,69.25,5.06,0.27,25.41,33.55,0.36,59.36,3.28,3.45
12-2014,Emergency Department,Lorn & Islands Hospital,NHS Highland,471.0,463.0,2.0,1.0,5.0,105.0,0.0,351.0,15.0,0.0,2014,98.3,0.42,0.21,1.06,22.29,0.0,74.52,3.18,0.0
12-2014,Emergency Department,Caithness General Hospital,NHS Highland,509.0,482.0,2.0,0.0,25.0,151.0,2.0,355.0,1.0,0.0,2014,94.7,0.39,0.0,4.91,29.67,0.39,69.74,0.2,0.0
12-2014,Emergency Department,Raigmore Hospital,NHS Highland,2473.0,2335.0,2.0,1.0,135.0,663.0,4.0,1796.0,10.0,0.0,2014,94.42,0.08,0.04,5.46,26.81,0.16,72.62,0.4,0.0
12-2014,Emergency Department,Belford Hospital,NHS Highland,594.0,576.0,0.0,0.0,18.0,98.0,1.0,493.0,2.0,0.0,2014,96.97,0.0,0.0,3.03,16.5,0.17,83.0,0.34,0.0
12-2014,Emergency Department,University Hospital Monklands,NHS Lanarkshire,5207.0,4557.0,88.0,19.0,543.0,1680.0,8.0,3335.0,125.0,59.0,2014,87.52,1.69,0.36,10.43,32.26,0.15,64.05,2.4,1.13
12-2014,Emergency Department,University Hospital Hairmyres,NHS Lanarkshire,4563.0,3719.0,166.0,20.0,658.0,1434.0,8.0,3003.0,109.0,9.0,2014,81.5,3.64,0.44,14.42,31.43,0.18,65.81,2.39,0.2
12-2014,Emergency Department,University Hospital Wishaw,NHS Lanarkshire,4762.0,4274.0,49.0,0.0,439.0,1175.0,12.0,3312.0,138.0,125.0,2014,89.75,1.03,0.0,9.22,24.67,0.25,69.55,2.9,2.62
12-2014,Minor Injury Unit or Other,Western General Hospital,NHS Lothian,3316.0,2845.0,68.0,10.0,393.0,1213.0,2.0,2088.0,13.0,0.0,2014,85.8,2.05,0.3,11.85,36.58,0.06,62.97,0.39,0.0
12-2014,Emergency Department,St John's Hospital,NHS Lothian,4356.0,4035.0,27.0,1.0,293.0,1210.0,7.0,3043.0,96.0,0.0,2014,92.63,0.62,0.02,6.73,27.78,0.16,69.86,2.2,0.0
12-2014,Emergency Department,Royal Infirmary of Edinburgh at Little France,NHS Lothian,9432.0,8703.0,93.0,4.0,632.0,3005.0,31.0,6158.0,238.0,0.0,2014,92.27,0.99,0.04,6.7,31.86,0.33,65.29,2.52,0.0
12-2014,Emergency Department,Royal Hospital for Children and Young People,NHS Lothian,3993.0,3899.0,7.0,1.0,86.0,598.0,0.0,3394.0,1.0,0.0,2014,97.65,0.18,0.03,2.15,14.98,0.0,85.0,0.03,0.0
12-2014,Emergency Department,The Balfour,NHS Orkney,419.0,414.0,0.0,0.0,5.0,134.0,0.0,284.0,0.0,1.0,2014,98.81,0.0,0.0,1.19,31.98,0.0,67.78,0.0,0.24
12-2014,Emergency Department,Gilbert Bain Hospital,NHS Shetland,582.0,571.0,0.0,0.0,11.0,167.0,1.0,395.0,6.0,13.0,2014,98.11,0.0,0.0,1.89,28.69,0.17,67.87,1.03,2.23
12-2014,Emergency Department,Ninewells Hospital,NHS Tayside,3626.0,3574.0,1.0,0.0,51.0,1179.0,11.0,2260.0,174.0,2.0,2014,98.57,0.03,0.0,1.41,32.52,0.3,62.33,4.8,0.06
12-2014,Emergency Department,Perth Royal Infirmary,NHS Tayside,2015.0,1967.0,0.0,0.0,48.0,353.0,5.0,1283.0,352.0,22.0,2014,97.62,0.0,0.0,2.38,17.52,0.25,63.67,17.47,1.09
12-2014,Minor Injury Unit or Other,St Margaret's Hospital,NHS Tayside,26.0,26.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,84.62,15.38,0.0
12-2014,Minor Injury Unit or Other,Aberfeldy Cottage Hospital,NHS Tayside,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
12-2014,Minor Injury Unit or Other,Blairgowrie & Rattray Cottage Hospital,NHS Tayside,280.0,280.0,0.0,0.0,0.0,0.0,0.0,267.0,13.0,0.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,95.36,4.64,0.0
12-2014,Minor Injury Unit or Other,Arbroath Infirmary,NHS Tayside,1048.0,1048.0,0.0,0.0,0.0,0.0,0.0,928.0,116.0,4.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,88.55,11.07,0.38
12-2014,Minor Injury Unit or Other,Brechin Infirmary,NHS Tayside,244.0,243.0,0.0,0.0,1.0,0.0,0.0,227.0,15.0,2.0,2014,99.59,0.0,0.0,0.41,0.0,0.0,93.03,6.15,0.82
12-2014,Minor Injury Unit or Other,Crieff Community Hospital,NHS Tayside,137.0,137.0,0.0,0.0,0.0,0.0,0.0,111.0,16.0,10.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,81.02,11.68,7.3
12-2014,Minor Injury Unit or Other,Whitehills Health and Community Care Centre,NHS Tayside,677.0,676.0,0.0,0.0,1.0,0.0,0.0,634.0,39.0,4.0,2014,99.85,0.0,0.0,0.15,0.0,0.0,93.65,5.76,0.59
12-2014,Minor Injury Unit or Other,Pitlochry Community Hospital,NHS Tayside,179.0,179.0,0.0,0.0,0.0,0.0,0.0,163.0,12.0,4.0,2014,100.0,0.0,0.0,0.0,0.0,0.0,91.06,6.7,2.23
12-2014,Emergency Department,Western Isles Hospital,NHS Western Isles,470.0,454.0,0.0,0.0,16.0,115.0,0.0,341.0,10.0,4.0,2014,96.6,0.0,0.0,3.4,24.47,0.0,72.55,2.13,0.85
01-2015,Emergency Department,University Hospital Crosshouse,NHS Ayrshire and Arran,6009.0,4858.0,212.0,54.0,885.0,2595.0,10.0,3031.0,127.0,246.0,2015,80.85,3.53,0.9,14.73,43.19,0.17,50.44,2.11,4.09
01-2015,Emergency Department,University Hospital Ayr,NHS Ayrshire and Arran,3458.0,2873.0,80.0,16.0,489.0,1394.0,8.0,1862.0,108.0,86.0,2015,83.08,2.31,0.46,14.14,40.31,0.23,53.85,3.12,2.49
01-2015,Emergency Department,Borders General Hospital,NHS Borders,2233.0,2003.0,7.0,0.0,223.0,911.0,5.0,1079.0,227.0,11.0,2015,89.7,0.31,0.0,9.99,40.8,0.22,48.32,10.17,0.49
01-2015,Minor Injury Unit or Other,Newton Stewart Hospital,NHS Dumfries and Galloway,10.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,2015,100.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0
01-2015,Emergency Department,Galloway Community Hospital,NHS Dumfries and Galloway,882.0,849.0,1.0,0.0,32.0,108.0,1.0,748.0,25.0,0.0,2015,96.26,0.11,0.0,3.63,12.24,0.11,84.81,2.83,0.0
01-2015,Emergency Department,Dumfries & Galloway Royal Infirmary,NHS Dumfries and Galloway,2741.0,2629.0,4.0,0.0,108.0,1029.0,6.0,1625.0,81.0,0.0,2015,95.91,0.15,0.0,3.94,37.54,0.22,59.28,2.96,0.0
01-2015,Emergency Department,Victoria Hospital,NHS Fife,4971.0,4470.0,97.0,15.0,389.0,1329.0,9.0,3292.0,171.0,170.0,2015,89.92,1.95,0.3,7.83,26.74,0.18,66.22,3.44,3.42
01-2015,Minor Injury Unit or Other,Queen Margaret Hospital,NHS Fife,1429.0,1429.0,0.0,0.0,0.0,9.0,0.0,1258.0,160.0,2.0,2015,100.0,0.0,0.0,0.0,0.63,0.0,88.03,11.2,0.14
01-2015,Minor Injury Unit or Other,Stirling Community Hospital,NHS Forth Valley,1015.0,1015.0,0.0,0.0,0.0,1.0,0.0,813.0,67.0,134.0,2015,100.0,0.0,0.0,0.0,0.1,0.0,80.1,6.6,13.2
